   freq [Hz]          Ohm  Phase [deg]
14212.000000    29.806114    64.273348
14213.000000    29.807665    64.288504
14214.000000    29.847808    64.258338
14215.000000    29.817434    64.272614
14216.000000    29.827202    64.246137
14217.000000    29.821637    64.276146
14218.000000    29.815593    64.230973
14219.000000    29.821750    64.271076
14220.000000    29.826423    64.285571
14221.000000    29.827576    64.271233
14222.000000    29.851938    64.221791
14223.000000    29.817300    64.252059
14224.000000    29.836165    64.281485
14225.000000    29.845211    64.230701
14226.000000    29.834970    64.273298
14227.000000    29.835724    64.270193
14228.000000    29.852362    64.249532
14229.000000    29.847461    64.287246
14230.000000    29.838353    64.240731
14231.000000    29.841122    64.255550
14232.000000    29.838424    64.282085
14233.000000    29.827197    64.249887
14234.000000    29.851687    64.265584
14235.000000    29.833465    64.258271
14236.000000    29.817721    64.245265
14237.000000    29.837690    64.302241
14238.000000    29.857623    64.247951
14239.000000    29.850817    64.284885
14240.000000    29.853116    64.254481
14241.000000    29.865230    64.255256
14242.000000    29.877904    64.259246
14243.000000    29.854708    64.215824
14244.000000    29.859398    64.265182
14245.000000    29.858195    64.269248
14246.000000    29.871860    64.285851
14247.000000    29.865001    64.257999
14248.000000    29.861811    64.292194
14249.000000    29.889468    64.280463
14250.000000    29.863670    64.272884
14251.000000    29.877304    64.309301
14252.000000    29.900812    64.267202
14253.000000    29.886400    64.247095
14254.000000    29.871015    64.276584
14255.000000    29.891388    64.266498
14256.000000    29.899190    64.278780
14257.000000    29.886987    64.222826
14258.000000    29.867101    64.267864
14259.000000    29.884074    64.287063
14260.000000    29.884721    64.265583
14261.000000    29.885227    64.317052
14262.000000    29.893799    64.289030
14263.000000    29.917933    64.277053
14264.000000    29.875173    64.285376
14265.000000    29.911515    64.283027
14266.000000    29.886547    64.285231
14267.000000    29.900944    64.325045
14268.000000    29.922834    64.282164
14269.000000    29.904986    64.268290
14270.000000    29.894887    64.283260
14271.000000    29.911717    64.285377
14272.000000    29.906080    64.267192
14273.000000    29.904643    64.305084
14274.000000    29.914660    64.285354
14275.000000    29.905827    64.264801
14276.000000    29.918044    64.336194
14277.000000    29.922354    64.299074
14278.000000    29.938632    64.265044
14279.000000    29.924768    64.306925
14280.000000    29.930497    64.264628
14281.000000    29.938297    64.278753
14282.000000    29.927422    64.261080
14283.000000    29.930253    64.277830
14284.000000    29.961138    64.271628
14285.000000    29.912499    64.258502
14286.000000    29.950200    64.271821
14287.000000    29.937772    64.293155
14288.000000    29.945446    64.269001
14289.000000    29.942496    64.338186
14290.000000    29.948350    64.276492
14291.000000    29.959817    64.299263
14292.000000    29.951686    64.325130
14293.000000    29.935994    64.293002
14294.000000    29.961153    64.307282
14295.000000    29.950047    64.338155
14296.000000    29.952378    64.306099
14297.000000    29.969087    64.316861
14298.000000    29.961063    64.286428
14299.000000    29.947815    64.289074
14300.000000    29.949234    64.321218
14301.000000    29.960014    64.324832
14302.000000    29.977796    64.330898
14303.000000    29.970500    64.322621
14304.000000    29.984117    64.281980
14305.000000    29.969520    64.286772
14306.000000    29.962119    64.334039
14307.000000    29.984598    64.301514
14308.000000    29.967745    64.291013
14309.000000    29.977259    64.315090
14310.000000    29.968810    64.293619
14311.000000    29.956426    64.322424
14312.000000    29.981757    64.302835
14313.000000    29.962875    64.350738
14314.000000    29.985268    64.282894
14315.000000    29.962910    64.344604
14316.000000    29.970461    64.317199
14317.000000    29.984329    64.323592
14318.000000    29.987551    64.359114
14319.000000    29.979769    64.282007
14320.000000    29.985954    64.326163
14321.000000    29.992824    64.314826
14322.000000    29.985761    64.300479
14323.000000    29.984679    64.319269
14324.000000    29.998312    64.304353
14325.000000    29.999035    64.320731
14326.000000    30.016063    64.313295
14327.000000    29.997167    64.293828
14328.000000    30.021777    64.283063
14329.000000    29.982778    64.321001
14330.000000    30.005389    64.319816
14331.000000    30.026634    64.383905
14332.000000    30.008462    64.321615
14333.000000    30.044051    64.348821
14334.000000    30.049124    64.301838
14335.000000    29.989522    64.313695
14336.000000    30.034986    64.354589
14337.000000    30.044719    64.308563
14338.000000    30.033475    64.323081
14339.000000    30.028647    64.294808
14340.000000    30.032045    64.302301
14341.000000    30.040741    64.309767
14342.000000    30.018293    64.309827
14343.000000    30.054439    64.340376
14344.000000    30.057944    64.319946
14345.000000    30.054687    64.284237
14346.000000    30.052019    64.306615
14347.000000    30.046941    64.293442
14348.000000    30.047198    64.293961
14349.000000    30.043033    64.326990
14350.000000    30.052001    64.306788
14351.000000    30.050269    64.308170
14352.000000    30.046860    64.282718
14353.000000    30.031743    64.326691
14354.000000    30.041934    64.299856
14355.000000    30.062041    64.325062
14356.000000    30.024193    64.324646
14357.000000    30.063420    64.281591
14358.000000    30.027410    64.334469
14359.000000    30.050664    64.332131
14360.000000    30.052041    64.314158
14361.000000    30.056805    64.331367
14362.000000    30.064310    64.318284
14363.000000    30.062119    64.270194
14364.000000    30.054812    64.314996
14365.000000    30.053618    64.300109
14366.000000    30.069576    64.332500
14367.000000    30.062253    64.280370
14368.000000    30.063674    64.344674
14369.000000    30.078394    64.336040
14370.000000    30.063288    64.312546
14371.000000    30.080711    64.330259
14372.000000    30.072283    64.348751
14373.000000    30.062663    64.347268
14374.000000    30.109751    64.343198
14375.000000    30.067942    64.326419
14376.000000    30.077823    64.333488
14377.000000    30.083179    64.339794
14378.000000    30.075773    64.372886
14379.000000    30.109411    64.344867
14380.000000    30.088511    64.334709
14381.000000    30.096573    64.344867
14382.000000    30.096842    64.314827
14383.000000    30.089200    64.381359
14384.000000    30.118828    64.320343
14385.000000    30.103094    64.345433
14386.000000    30.105021    64.330678
14387.000000    30.099586    64.320867
14388.000000    30.116181    64.352763
14389.000000    30.112238    64.364349
14390.000000    30.111450    64.293487
14391.000000    30.111462    64.335330
14392.000000    30.087816    64.344864
14393.000000    30.118380    64.369808
14394.000000    30.107893    64.346309
14395.000000    30.109702    64.354962
14396.000000    30.119307    64.359497
14397.000000    30.107961    64.352197
14398.000000    30.113711    64.344446
14399.000000    30.128449    64.389072
14400.000000    30.129143    64.348360
14401.000000    30.132265    64.296555
14402.000000    30.120751    64.346953
14403.000000    30.132015    64.334188
14404.000000    30.117825    64.303915
14405.000000    30.125278    64.361007
14406.000000    30.140715    64.348282
14407.000000    30.131323    64.334301
14408.000000    30.151930    64.323200
14409.000000    30.111791    64.362993
14410.000000    30.150409    64.358458
14411.000000    30.145281    64.386213
14412.000000    30.170236    64.325570
14413.000000    30.142697    64.346302
14414.000000    30.147965    64.321411
14415.000000    30.130644    64.346183
14416.000000    30.156582    64.354559
14417.000000    30.149685    64.366327
14418.000000    30.157054    64.315521
14419.000000    30.133362    64.356111
14420.000000    30.169808    64.341989
14421.000000    30.153486    64.345285
14422.000000    30.146632    64.353941
14423.000000    30.158910    64.369774
14424.000000    30.178634    64.368512
14425.000000    30.176219    64.347933
14426.000000    30.178718    64.364030
14427.000000    30.164051    64.352218
14428.000000    30.183613    64.364112
14429.000000    30.175397    64.371109
14430.000000    30.179517    64.369845
14431.000000    30.192286    64.359112
14432.000000    30.167120    64.351461
14433.000000    30.173008    64.325416
14434.000000    30.177028    64.417681
14435.000000    30.165359    64.367623
14436.000000    30.188246    64.322990
14437.000000    30.177271    64.441779
14438.000000    30.186289    64.377637
14439.000000    30.204878    64.347817
14440.000000    30.179509    64.391170
14441.000000    30.204903    64.377666
14442.000000    30.196377    64.372277
14443.000000    30.202848    64.347733
14444.000000    30.214203    64.377082
14445.000000    30.190678    64.331801
14446.000000    30.199347    64.347067
14447.000000    30.196641    64.371216
14448.000000    30.200439    64.354776
14449.000000    30.202027    64.374617
14450.000000    30.190834    64.379423
14451.000000    30.239552    64.363935
14452.000000    30.191415    64.329256
14453.000000    30.187145    64.413093
14454.000000    30.240275    64.370133
14455.000000    30.210237    64.376604
14456.000000    30.240512    64.389701
14457.000000    30.219653    64.348434
14458.000000    30.248544    64.369161
14459.000000    30.225368    64.358856
14460.000000    30.206478    64.356758
14461.000000    30.236077    64.406669
14462.000000    30.224073    64.399556
14463.000000    30.234225    64.391206
14464.000000    30.254666    64.405837
14465.000000    30.212083    64.364505
14466.000000    30.249693    64.405319
14467.000000    30.228630    64.383295
14468.000000    30.243497    64.421371
14469.000000    30.268135    64.409909
14470.000000    30.238559    64.364885
14471.000000    30.275570    64.390356
14472.000000    30.248886    64.388133
14473.000000    30.263870    64.365737
14474.000000    30.272121    64.364300
14475.000000    30.255686    64.329623
14476.000000    30.236179    64.352490
14477.000000    30.261721    64.367115
14478.000000    30.236495    64.380332
14479.000000    30.254267    64.362931
14480.000000    30.262820    64.433042
14481.000000    30.274165    64.385124
14482.000000    30.277809    64.380701
14483.000000    30.271522    64.382274
14484.000000    30.269134    64.403557
14485.000000    30.285415    64.370833
14486.000000    30.269544    64.413902
14487.000000    30.285827    64.375036
14488.000000    30.278407    64.388461
14489.000000    30.283697    64.379872
14490.000000    30.279589    64.383997
14491.000000    30.290786    64.360032
14492.000000    30.261730    64.374787
14493.000000    30.285267    64.401232
14494.000000    30.292242    64.391670
14495.000000    30.282010    64.400200
14496.000000    30.314258    64.370849
14497.000000    30.291543    64.403781
14498.000000    30.298566    64.356909
14499.000000    30.294140    64.395177
14500.000000    30.296368    64.381997
14501.000000    30.314062    64.392094
14502.000000    30.290929    64.364221
14503.000000    30.279340    64.384406
14504.000000    30.299432    64.389594
14505.000000    30.302955    64.429297
14506.000000    30.294418    64.366614
14507.000000    30.305437    64.420969
14508.000000    30.297194    64.380076
14509.000000    30.299960    64.422310
14510.000000    30.323890    64.419916
14511.000000    30.307678    64.402140
14512.000000    30.341247    64.367590
14513.000000    30.305530    64.381308
14514.000000    30.317454    64.391482
14515.000000    30.309486    64.362372
14516.000000    30.328824    64.411288
14517.000000    30.309902    64.387003
14518.000000    30.325137    64.397403
14519.000000    30.330153    64.427934
14520.000000    30.321791    64.394763
14521.000000    30.339120    64.406015
14522.000000    30.317002    64.431487
14523.000000    30.343892    64.398355
14524.000000    30.335873    64.413503
14525.000000    30.336028    64.448300
14526.000000    30.337229    64.339211
14527.000000    30.334166    64.406381
14528.000000    30.333750    64.386338
14529.000000    30.310536    64.398886
14530.000000    30.325600    64.395622
14531.000000    30.329679    64.417751
14532.000000    30.335978    64.396505
14533.000000    30.332700    64.407382
14534.000000    30.330944    64.402780
14535.000000    30.349611    64.421607
14536.000000    30.342321    64.403170
14537.000000    30.361331    64.381519
14538.000000    30.353918    64.431079
14539.000000    30.351311    64.385247
14540.000000    30.372846    64.416378
14541.000000    30.378954    64.398706
14542.000000    30.361328    64.369359
14543.000000    30.368293    64.416240
14544.000000    30.398656    64.394916
14545.000000    30.337933    64.362002
14546.000000    30.380158    64.405518
14547.000000    30.371540    64.414589
14548.000000    30.356618    64.419455
14549.000000    30.375493    64.409052
14550.000000    30.379462    64.428808
14551.000000    30.380995    64.415743
14552.000000    30.365756    64.404831
14553.000000    30.372166    64.431750
14554.000000    30.388227    64.419866
14555.000000    30.384701    64.440250
14556.000000    30.371097    64.422026
14557.000000    30.409987    64.408403
14558.000000    30.374312    64.410545
14559.000000    30.408150    64.435280
14560.000000    30.380790    64.389878
14561.000000    30.389231    64.414261
14562.000000    30.410052    64.417583
14563.000000    30.374164    64.432072
14564.000000    30.440052    64.419595
14565.000000    30.400004    64.383902
14566.000000    30.391500    64.397319
14567.000000    30.395068    64.412530
14568.000000    30.423040    64.432138
14569.000000    30.413758    64.414962
14570.000000    30.398230    64.388352
14571.000000    30.405960    64.370271
14572.000000    30.391558    64.436098
14573.000000    30.403472    64.447279
14574.000000    30.408687    64.414508
14575.000000    30.415166    64.412571
14576.000000    30.407542    64.449920
14577.000000    30.418261    64.407999
14578.000000    30.427838    64.429816
14579.000000    30.418545    64.416689
14580.000000    30.410274    64.424099
14581.000000    30.440038    64.441655
14582.000000    30.442332    64.452941
14583.000000    30.425839    64.394021
14584.000000    30.437271    64.478541
14585.000000    30.443561    64.437676
14586.000000    30.448849    64.470979
14587.000000    30.451910    64.421140
14588.000000    30.440478    64.447800
14589.000000    30.431954    64.441181
14590.000000    30.453665    64.458801
14591.000000    30.431488    64.446374
14592.000000    30.452171    64.432716
14593.000000    30.441958    64.439005
14594.000000    30.457051    64.460829
14595.000000    30.425356    64.433854
14596.000000    30.478104    64.432330
14597.000000    30.448725    64.438459
14598.000000    30.464503    64.457350
14599.000000    30.454183    64.397556
14600.000000    30.454871    64.439395
14601.000000    30.462162    64.441368
14602.000000    30.459191    64.434235
14603.000000    30.462913    64.436161
14604.000000    30.458273    64.421241
14605.000000    30.452575    64.426377
14606.000000    30.466142    64.484659
14607.000000    30.476284    64.432387
14608.000000    30.468379    64.442167
14609.000000    30.484090    64.440615
14610.000000    30.489453    64.468071
14611.000000    30.486112    64.402056
14612.000000    30.489839    64.446832
14613.000000    30.490974    64.418783
14614.000000    30.492989    64.424964
14615.000000    30.489609    64.433400
14616.000000    30.485607    64.413478
14617.000000    30.489428    64.467172
14618.000000    30.498308    64.451541
14619.000000    30.506868    64.436059
14620.000000    30.492127    64.460127
14621.000000    30.499311    64.445885
14622.000000    30.508034    64.470927
14623.000000    30.513712    64.419421
14624.000000    30.479398    64.433434
14625.000000    30.491000    64.459432
14626.000000    30.499372    64.449224
14627.000000    30.516880    64.454003
14628.000000    30.476692    64.444410
14629.000000    30.524348    64.456581
14630.000000    30.495928    64.427108
14631.000000    30.501786    64.474959
14632.000000    30.521755    64.479821
14633.000000    30.516317    64.438933
14634.000000    30.530270    64.462298
14635.000000    30.519859    64.494441
14636.000000    30.532476    64.434630
14637.000000    30.543689    64.447933
14638.000000    30.515402    64.463236
14639.000000    30.529198    64.467254
14640.000000    30.531291    64.462271
14641.000000    30.526963    64.446751
14642.000000    30.525548    64.506418
14643.000000    30.547116    64.452204
14644.000000    30.537482    64.419594
14645.000000    30.525901    64.455851
14646.000000    30.514831    64.452005
14647.000000    30.541276    64.440549
14648.000000    30.516718    64.472446
14649.000000    30.548986    64.478696
14650.000000    30.533868    64.458852
14651.000000    30.560842    64.455224
14652.000000    30.543128    64.446886
14653.000000    30.538142    64.431642
14654.000000    30.528308    64.509129
14655.000000    30.562788    64.479894
14656.000000    30.565101    64.504333
14657.000000    30.577545    64.439436
14658.000000    30.554899    64.466605
14659.000000    30.561280    64.455061
14660.000000    30.560161    64.464598
14661.000000    30.568355    64.514982
14662.000000    30.572698    64.420156
14663.000000    30.584729    64.470574
14664.000000    30.552905    64.461531
14665.000000    30.560872    64.483785
14666.000000    30.595969    64.459253
14667.000000    30.572855    64.507862
14668.000000    30.573990    64.448884
14669.000000    30.593301    64.493287
14670.000000    30.585117    64.465274
14671.000000    30.599941    64.454755
14672.000000    30.563769    64.429744
14673.000000    30.579618    64.506999
14674.000000    30.601712    64.457672
14675.000000    30.584005    64.428844
14676.000000    30.583586    64.496764
14677.000000    30.597232    64.461982
14678.000000    30.597398    64.450342
14679.000000    30.593037    64.476752
14680.000000    30.588038    64.473011
14681.000000    30.621627    64.481621
14682.000000    30.590865    64.464554
14683.000000    30.612286    64.455832
14684.000000    30.600076    64.481486
14685.000000    30.603248    64.476441
14686.000000    30.622722    64.456737
14687.000000    30.612197    64.487835
14688.000000    30.602803    64.447002
14689.000000    30.618078    64.478727
14690.000000    30.622755    64.476507
14691.000000    30.598589    64.477825
14692.000000    30.622926    64.498891
14693.000000    30.630726    64.461392
14694.000000    30.603549    64.485276
14695.000000    30.614062    64.506243
14696.000000    30.649739    64.516767
14697.000000    30.618240    64.460876
14698.000000    30.638475    64.476922
14699.000000    30.639763    64.494570
14700.000000    30.614012    64.470553
14701.000000    30.645769    64.465846
14702.000000    30.607675    64.482165
14703.000000    30.626302    64.514421
14704.000000    30.632594    64.509160
14705.000000    30.645065    64.486638
14706.000000    30.636638    64.499507
14707.000000    30.643222    64.486241
14708.000000    30.628975    64.488908
14709.000000    30.654191    64.509564
14710.000000    30.651728    64.487529
14711.000000    30.652447    64.500996
14712.000000    30.642542    64.472117
14713.000000    30.657362    64.501305
14714.000000    30.649189    64.499992
14715.000000    30.666851    64.508971
14716.000000    30.661152    64.453017
14717.000000    30.665634    64.494861
14718.000000    30.643448    64.446293
14719.000000    30.669249    64.510092
14720.000000    30.646008    64.488879
14721.000000    30.676118    64.468020
14722.000000    30.668972    64.467672
14723.000000    30.652733    64.483636
14724.000000    30.655615    64.485004
14725.000000    30.661929    64.481983
14726.000000    30.677956    64.484970
14727.000000    30.667953    64.516481
14728.000000    30.677348    64.438164
14729.000000    30.675230    64.519134
14730.000000    30.675764    64.475102
14731.000000    30.668948    64.501621
14732.000000    30.700319    64.512862
14733.000000    30.687838    64.536663
14734.000000    30.710224    64.474543
14735.000000    30.698920    64.465526
14736.000000    30.682845    64.554368
14737.000000    30.693549    64.463946
14738.000000    30.713355    64.524973
14739.000000    30.702379    64.541766
14740.000000    30.686324    64.493676
14741.000000    30.735373    64.524821
14742.000000    30.698396    64.503878
14743.000000    30.709854    64.479495
14744.000000    30.691653    64.508352
14745.000000    30.695689    64.497764
14746.000000    30.687372    64.518618
14747.000000    30.714214    64.528057
14748.000000    30.701769    64.527991
14749.000000    30.719999    64.485571
14750.000000    30.718122    64.506257
14751.000000    30.708524    64.493741
14752.000000    30.720913    64.465023
14753.000000    30.707891    64.506675
14754.000000    30.724229    64.494337
14755.000000    30.706095    64.480303
14756.000000    30.737453    64.504168
14757.000000    30.728400    64.495674
14758.000000    30.716738    64.473475
14759.000000    30.728398    64.508902
14760.000000    30.742219    64.509963
14761.000000    30.741369    64.501255
14762.000000    30.748857    64.487048
14763.000000    30.727564    64.509298
14764.000000    30.768572    64.508153
14765.000000    30.759231    64.472901
14766.000000    30.729903    64.488742
14767.000000    30.736151    64.516198
14768.000000    30.771843    64.532316
14769.000000    30.747443    64.479524
14770.000000    30.745757    64.519228
14771.000000    30.756795    64.498954
14772.000000    30.746268    64.542370
14773.000000    30.770605    64.489318
14774.000000    30.762483    64.459843
14775.000000    30.716810    64.535867
14776.000000    30.758595    64.492898
14777.000000    30.749948    64.527241
14778.000000    30.748864    64.544368
14779.000000    30.769833    64.523171
14780.000000    30.774677    64.521468
14781.000000    30.759151    64.474918
14782.000000    30.764109    64.531260
14783.000000    30.739715    64.498152
14784.000000    30.761487    64.543938
14785.000000    30.760590    64.543281
14786.000000    30.760443    64.555142
14787.000000    30.795203    64.552076
14788.000000    30.765639    64.503613
14789.000000    30.790840    64.509869
14790.000000    30.770085    64.526128
14791.000000    30.758989    64.510267
14792.000000    30.803688    64.544756
14793.000000    30.774038    64.480171
14794.000000    30.786310    64.522707
14795.000000    30.771028    64.545137
14796.000000    30.799500    64.525749
14797.000000    30.816512    64.528583
14798.000000    30.794750    64.487644
14799.000000    30.800884    64.523699
14800.000000    30.799485    64.506643
14801.000000    30.795674    64.511602
14802.000000    30.806782    64.540521
14803.000000    30.804442    64.542317
14804.000000    30.815178    64.514638
14805.000000    30.813291    64.568055
14806.000000    30.826291    64.503904
14807.000000    30.809914    64.524752
14808.000000    30.816639    64.543482
14809.000000    30.818298    64.534526
14810.000000    30.827971    64.524568
14811.000000    30.805212    64.520343
14812.000000    30.819088    64.540884
14813.000000    30.835315    64.563221
14814.000000    30.809483    64.543952
14815.000000    30.843011    64.515491
14816.000000    30.831276    64.543944
14817.000000    30.818731    64.514680
14818.000000    30.837318    64.521058
14819.000000    30.810381    64.537460
14820.000000    30.831606    64.512865
14821.000000    30.850822    64.527222
14822.000000    30.811304    64.495240
14823.000000    30.817043    64.522023
14824.000000    30.832636    64.537457
14825.000000    30.839429    64.569540
14826.000000    30.841527    64.503528
14827.000000    30.839188    64.533472
14828.000000    30.840991    64.520770
14829.000000    30.828269    64.543384
14830.000000    30.829766    64.551554
14831.000000    30.865483    64.564727
14832.000000    30.853134    64.523421
14833.000000    30.846571    64.550420
14834.000000    30.848310    64.489583
14835.000000    30.848206    64.581243
14836.000000    30.840281    64.525859
14837.000000    30.855122    64.563213
14838.000000    30.873666    64.567416
14839.000000    30.863268    64.502245
14840.000000    30.839632    64.518562
14841.000000    30.855237    64.553587
14842.000000    30.847183    64.582712
14843.000000    30.887382    64.564824
14844.000000    30.865772    64.513065
14845.000000    30.902912    64.547071
14846.000000    30.853556    64.525071
14847.000000    30.874600    64.501092
14848.000000    30.873561    64.566933
14849.000000    30.891857    64.543198
14850.000000    30.877357    64.527988
14851.000000    30.891372    64.531115
14852.000000    30.876030    64.513062
14853.000000    30.878408    64.543001
14854.000000    30.887721    64.601775
14855.000000    30.900702    64.506905
14856.000000    30.892044    64.550412
14857.000000    30.906934    64.574168
14858.000000    30.906551    64.516459
14859.000000    30.888862    64.544115
14860.000000    30.895428    64.554372
14861.000000    30.882272    64.589527
14862.000000    30.917502    64.596478
14863.000000    30.920549    64.532875
14864.000000    30.890946    64.570311
14865.000000    30.888621    64.558687
14866.000000    30.914390    64.572900
14867.000000    30.891483    64.580726
14868.000000    30.920695    64.578878
14869.000000    30.929872    64.549681
14870.000000    30.902806    64.547463
14871.000000    30.904415    64.576362
14872.000000    30.921450    64.591507
14873.000000    30.926415    64.571276
14874.000000    30.937374    64.565930
14875.000000    30.926629    64.556027
14876.000000    30.895580    64.542815
14877.000000    30.937052    64.595146
14878.000000    30.921788    64.540627
14879.000000    30.939759    64.561686
14880.000000    30.917993    64.534007
14881.000000    30.941776    64.533186
14882.000000    30.934096    64.546935
14883.000000    30.914125    64.539584
14884.000000    30.963090    64.516522
14885.000000    30.899097    64.545572
14886.000000    30.954529    64.594032
14887.000000    30.945290    64.549192
14888.000000    30.944835    64.532331
14889.000000    30.938255    64.543067
14890.000000    30.928748    64.593642
14891.000000    30.951984    64.578266
14892.000000    30.953994    64.585327
14893.000000    30.956383    64.577126
14894.000000    30.954973    64.562618
14895.000000    30.965165    64.563541
14896.000000    30.949956    64.565833
14897.000000    30.949680    64.561620
14898.000000    30.960609    64.567248
14899.000000    30.958530    64.578622
14900.000000    30.985437    64.559744
14901.000000    30.940677    64.565051
14902.000000    30.975560    64.584255
14903.000000    30.977662    64.562381
14904.000000    30.982629    64.574239
14905.000000    30.962659    64.584060
14906.000000    30.954847    64.573132
14907.000000    30.991014    64.606415
14908.000000    30.983462    64.629001
14909.000000    30.987106    64.564721
14910.000000    31.003477    64.564320
14911.000000    30.966390    64.575125
14912.000000    30.985943    64.523276
14913.000000    30.961115    64.616583
14914.000000    30.989925    64.580806
14915.000000    30.992946    64.571884
14916.000000    30.988271    64.574024
14917.000000    30.990148    64.585377
14918.000000    31.000933    64.580329
14919.000000    31.006990    64.570761
14920.000000    31.000344    64.582816
14921.000000    31.002265    64.554731
14922.000000    30.988986    64.562715
14923.000000    31.001002    64.627529
14924.000000    30.993431    64.573632
14925.000000    31.028668    64.614866
14926.000000    30.992116    64.563061
14927.000000    31.002224    64.595141
14928.000000    31.008238    64.615814
14929.000000    31.009236    64.612200
14930.000000    31.039145    64.559021
14931.000000    30.995487    64.593393
14932.000000    31.026330    64.574198
14933.000000    31.023487    64.562984
14934.000000    31.011641    64.554488
14935.000000    30.998649    64.581517
14936.000000    31.029945    64.564411
14937.000000    31.005942    64.612476
14938.000000    31.031177    64.567655
14939.000000    31.039828    64.596406
14940.000000    31.016096    64.552770
14941.000000    31.035172    64.589679
14942.000000    31.018521    64.579112
14943.000000    31.039716    64.591191
14944.000000    31.037524    64.590302
14945.000000    31.037755    64.592022
14946.000000    31.028350    64.557649
14947.000000    31.027324    64.635054
14948.000000    31.051083    64.616696
14949.000000    31.048542    64.589557
14950.000000    31.050991    64.600246
14951.000000    31.047646    64.627939
14952.000000    31.049782    64.564014
14953.000000    31.069426    64.604214
14954.000000    31.057867    64.605460
14955.000000    31.053183    64.544907
14956.000000    31.065722    64.596200
14957.000000    31.044139    64.572546
14958.000000    31.063044    64.608665
14959.000000    31.067827    64.533747
14960.000000    31.038345    64.601384
14961.000000    31.039380    64.593091
14962.000000    31.090859    64.617511
14963.000000    31.046160    64.534887
14964.000000    31.078312    64.622055
14965.000000    31.049951    64.539190
14966.000000    31.063690    64.578833
14967.000000    31.077836    64.586109
14968.000000    31.042682    64.589588
14969.000000    31.085515    64.548695
14970.000000    31.073250    64.602191
14971.000000    31.064499    64.576260
14972.000000    31.065884    64.543152
14973.000000    31.076742    64.666399
14974.000000    31.090049    64.580653
14975.000000    31.098211    64.573489
14976.000000    31.089633    64.584765
14977.000000    31.067302    64.624920
14978.000000    31.102183    64.577568
14979.000000    31.098814    64.645608
14980.000000    31.109961    64.573797
14981.000000    31.104429    64.583132
14982.000000    31.090931    64.570558
14983.000000    31.094895    64.582754
14984.000000    31.084784    64.594043
14985.000000    31.094183    64.588252
14986.000000    31.093168    64.630043
14987.000000    31.111221    64.599952
14988.000000    31.082627    64.621147
14989.000000    31.108782    64.626458
14990.000000    31.135524    64.621224
14991.000000    31.101350    64.599285
14992.000000    31.113759    64.633876
14993.000000    31.116380    64.576609
14994.000000    31.124618    64.609506
14995.000000    31.110831    64.585456
14996.000000    31.106464    64.613140
14997.000000    31.126902    64.596393
14998.000000    31.123728    64.562064
14999.000000    31.116394    64.628964
15000.000000    31.135220    64.571890
15001.000000    31.132364    64.578658
15002.000000    31.135736    64.599530
15003.000000    31.128868    64.594390
15004.000000    31.141393    64.605352
15005.000000    31.150199    64.605831
15006.000000    31.142920    64.599945
15007.000000    31.146642    64.612825
15008.000000    31.147987    64.596145
15009.000000    31.138551    64.611172
15010.000000    31.145681    64.606357
15011.000000    31.150621    64.615404
15012.000000    31.136776    64.614235
15013.000000    31.167573    64.627098
15014.000000    31.149409    64.595652
15015.000000    31.160472    64.604218
15016.000000    31.161196    64.638836
15017.000000    31.170612    64.605148
15018.000000    31.171020    64.600820
15019.000000    31.156013    64.625465
15020.000000    31.178179    64.623919
15021.000000    31.178347    64.653035
15022.000000    31.183661    64.612661
15023.000000    31.182209    64.611764
15024.000000    31.179363    64.586755
15025.000000    31.163937    64.605733
15026.000000    31.178102    64.633374
15027.000000    31.166665    64.604361
15028.000000    31.179885    64.597056
15029.000000    31.181160    64.648474
15030.000000    31.176300    64.631960
15031.000000    31.203625    64.590645
15032.000000    31.178050    64.617967
15033.000000    31.162101    64.609071
15034.000000    31.190375    64.650184
15035.000000    31.172204    64.658689
15036.000000    31.168704    64.618341
15037.000000    31.201683    64.691722
15038.000000    31.202030    64.663988
15039.000000    31.209781    64.593051
15040.000000    31.178294    64.633731
15041.000000    31.192157    64.632933
15042.000000    31.196555    64.654019
15043.000000    31.196292    64.638198
15044.000000    31.219609    64.660277
15045.000000    31.209323    64.599379
15046.000000    31.198822    64.641730
15047.000000    31.206730    64.628247
15048.000000    31.225592    64.611442
15049.000000    31.199476    64.618765
15050.000000    31.219485    64.644038
15051.000000    31.188482    64.604823
15052.000000    31.229509    64.665578
15053.000000    31.212751    64.645506
15054.000000    31.223745    64.648711
15055.000000    31.228262    64.655651
15056.000000    31.226060    64.597498
15057.000000    31.197397    64.655456
15058.000000    31.239218    64.665694
15059.000000    31.224624    64.656762
15060.000000    31.235670    64.587063
15061.000000    31.246303    64.649779
15062.000000    31.208713    64.640996
15063.000000    31.248963    64.617700
15064.000000    31.256516    64.687609
15065.000000    31.248619    64.591724
15066.000000    31.248027    64.652673
15067.000000    31.263086    64.641085
15068.000000    31.236509    64.607823
15069.000000    31.258820    64.635545
15070.000000    31.229139    64.662374
15071.000000    31.248013    64.628282
15072.000000    31.274283    64.634850
15073.000000    31.224402    64.660481
15074.000000    31.256318    64.597398
15075.000000    31.273347    64.663609
15076.000000    31.224192    64.632558
15077.000000    31.277272    64.623957
15078.000000    31.255436    64.617881
15079.000000    31.240769    64.651650
15080.000000    31.258459    64.629218
15081.000000    31.250670    64.665426
15082.000000    31.266269    64.635823
15083.000000    31.243410    64.677366
15084.000000    31.274980    64.650968
